area,perimeter,height,width,r_value,g_value,b_value,index,label
235.0,249.3174008,269,366,225,153,50,10,2
218.5,378.3746715,269,366,228,149,73,13,2
269.0,571.6955178,269,366,201,163,87,11,2
252.0,166.0617312,269,366,205,133,61,11,2
199.5,312.0903988,269,366,224,149,24,13,2
168.0,75.65828204,269,366,202,183,140,12,2
222.5,0.0,269,366,217,164,90,12,2
203.0,185.2909925,269,366,225,166,109,12,2
217.5,277.9066353,269,366,218,157,106,12,2
216.5,219.3194208,269,366,223,165,115,12,2
232.0,311.5232869,269,366,212,162,98,13,2
191.5,301.3208477,269,366,233,137,73,11,2
190.0,7.919595814,269,366,219,166,57,11,2
225.5,3.414213538,269,366,215,160,69,11,2
230.0,6.145584369,269,366,211,159,89,13,2
208.5,0.0,269,366,188,154,35,10,2
232.0,1040.73412,269,366,219,161,69,12,2
246.5,227.5468372,269,366,209,158,84,12,2
228.5,183.0822498,269,366,199,125,66,13,2
224.0,17.65685415,269,366,210,159,117,12,2
250.5,19.31370831,269,366,225,159,116,13,2
204.0,10.59411249,269,366,223,163,120,13,2
237.0,319.806131,272,366,221,162,116,13,2
225.5,281.161468,117,155,206,154,71,13,3
192.0,247.8782085,127,155,216,148,27,13,3
198.5,0.0,127,155,209,164,84,13,3
205.5,0.0,187,157,207,162,126,12,3
239.5,278.6193339,187,189,213,153,16,11,3
254.0,41.03919163,187,189,202,164,97,12,3
248.5,18.13380935,187,189,218,124,60,13,3
261.5,19.93969686,187,189,207,165,89,12,3
222.5,6.594112492,247,189,211,160,83,11,3
251.0,19.92792184,259,189,201,163,110,11,3
213.5,28.48528123,259,189,210,148,86,12,3
234.5,291.1115113,259,192,215,157,93,12,3
243.5,279.9448183,259,192,200,175,41,12,3
228.0,223.6639941,259,192,215,158,108,11,3
237.0,2.0,259,192,196,178,58,12,3
689.0,3.2,259,192,192,181,66,12,3
222.0,513.0347981,259,192,187,175,75,11,3
232.0,293.9232871,259,192,210,163,63,12,3
233.5,198.4944433,259,192,193,145,56,12,3
206.5,147.483678,265,192,208,149,93,11,3
201.0,210.9311949,265,192,230,160,102,12,3
195.5,2.4,265,192,225,161,94,12,3
187.0,177.5253076,265,192,211,169,107,13,3
221.5,3.959797907,265,192,205,156,63,13,3
215.0,139.9175749,265,192,213,155,108,12,3
213.0,320.2997361,265,192,207,138,63,13,3
207.5,12.33137083,265,192,217,172,110,12,3
215.5,180.6115992,265,192,218,165,113,14,3
198.0,0.0,265,192,222,168,106,10,3
252.5,338.575682,265,192,203,163,69,12,3
223.5,8.691168737,265,309,205,162,67,12,3
235.5,22.47350621,265,309,210,159,72,13,3
223.0,290.8369964,265,309,218,154,60,11,3
218.0,314.2879622,265,309,215,152,52,11,3
206.0,10.62253957,265,309,222,166,96,12,3
232.0,242.8840962,265,309,216,164,106,13,3
206.0,200.7017585,265,309,224,178,110,13,3
211.5,220.1762742,265,309,216,171,106,14,3
211.0,0.0,265,318,198,161,88,12,3
190.5,485.8776145,265,318,199,127,65,11,3
218.0,9.656854153,265,318,204,160,75,13,3
240.0,0.0,265,318,209,161,68,11,3
190.0,486.9868633,265,318,199,159,78,11,3
233.5,18.37644997,265,318,187,91,67,11,3
196.5,234.4924221,265,318,225,177,121,10,3
201.5,14.98233747,265,318,217,161,106,13,3
214.5,216.1291743,265,318,227,167,116,12,3
192.0,0.0,265,318,212,162,97,13,3
240.0,78.83818116,265,318,195,168,82,11,3
206.5,34.47350621,265,318,201,165,70,11,3
214.5,22.03675311,265,318,213,143,18,11,3
220.5,20.82842708,265,318,220,144,17,16,3
233.5,0.0,265,318,216,155,111,14,3
245.0,601.7994744,265,318,219,159,43,11,3
254.0,310.0702999,265,318,217,139,87,13,3
230.5,327.9448161,265,318,204,148,101,14,3
213.0,190.5527239,265,318,220,152,91,11,3
218.0,8.876955199,265,318,206,164,107,13,3
574.0,18.43675311,265,318,219,170,108,12,3
222.0,957.799122,265,318,217,174,106,14,3
257.5,1303.022322,265,318,212,173,109,15,3
210.0,681.5881176,265,318,208,127,88,14,3
247.5,7.353910398,265,318,208,160,76,13,3
227.0,127.566103,265,318,214,155,45,13,3
228.5,7.491168737,265,318,209,159,68,13,3
239.0,279.9115131,265,318,208,171,92,13,3
210.0,312.1527245,265,318,213,160,58,12,3
211.5,42.49015827,265,318,199,160,93,12,3
208.0,10.82842708,265,318,213,156,34,13,3
201.5,261.8061296,265,318,206,159,95,12,3
204.5,228.4507909,265,318,197,164,100,11,3
190.0,287.1350624,265,320,200,149,109,11,3
194.5,405.1407741,265,320,204,151,90,12,3
195.5,456.7005701,265,320,229,171,105,13,3
219.5,245.5807341,265,320,215,159,67,13,3
214.0,220.5880494,265,320,212,120,64,13,3
214.0,508.8481782,265,320,210,120,65,13,3
258.0,307.338928,265,320,209,160,90,13,3
195.5,291.9482644,265,320,188,161,100,12,3
222.0,372.4335457,265,320,193,169,69,12,3
195.5,5.2,265,320,202,161,99,11,3
184.5,177.2174875,265,320,209,166,102,11,3
184.0,151.0351493,265,320,211,155,94,12,3
165.0,149.5155543,265,320,212,164,106,12,3
266.5,11.58822498,265,320,210,168,95,13,3
249.0,11.58822498,265,320,213,165,82,12,3
243.0,15.41421354,265,332,222,155,61,12,3
211.0,13.51959581,265,332,212,153,90,11,3
217.5,11.65685415,265,332,207,155,94,12,3
242.0,386.6173133,265,332,211,171,91,13,3
202.0,5.794112492,265,332,204,167,52,13,3
228.5,23.21665206,265,332,217,154,87,11,3
212.0,4.097056246,265,332,219,142,79,11,3
205.5,225.5336335,265,332,222,154,63,12,3
222.0,299.031109,265,332,222,151,73,12,3
225.5,147.5439812,265,381,222,151,73,10,3
224.0,440.4731558,265,381,208,162,93,11,3
223.0,5.462741661,265,381,198,167,94,11,3
233.5,339.9212658,265,381,220,172,79,11,3
215.0,0.0,265,381,208,176,98,11,3
239.0,176.3939372,265,381,211,156,87,12,3
200.0,19.97644997,265,381,230,160,113,13,3
234.0,147.0351498,265,381,217,143,59,14,3
251.5,60.76955199,265,381,214,154,91,12,3
236.5,286.7801423,265,381,204,159,98,10,3
213.0,35.77401145,265,381,208,154,89,13,3
226.0,406.4163002,265,381,225,165,90,13,3
245.5,357.715378,265,381,214,182,118,12,3
232.0,0.0,265,381,211,159,55,12,3
260.5,59.59797907,265,381,203,157,45,10,3
243.5,460.3290018,265,381,211,156,41,13,3
221.0,0.0,265,381,203,161,110,13,3
219.0,249.00958,265,381,209,164,103,13,3
220.0,239.6840963,265,381,208,159,58,13,3
255.5,225.4733309,265,381,209,166,127,12,3
241.5,220.9041964,265,381,213,144,102,10,3
226.0,295.2487702,265,381,212,166,121,15,3
252.0,292.7115113,265,381,214,162,116,14,3
216.5,252.2428817,265,381,205,171,77,12,3
210.0,178.8542398,265,381,198,120,66,13,3
227.0,426.1320304,265,381,227,146,26,12,3
208.0,602.0607883,265,381,216,155,46,13,3
216.5,624.0171374,265,381,207,131,68,13,3
232.5,1.6,265,381,197,124,65,13,3
196.0,219.9821614,265,381,212,158,49,13,3
232.0,242.8840942,265,381,208,150,108,10,3
213.0,194.6601278,265,381,188,113,64,13,3
245.0,327.1212673,265,381,220,145,70,11,3
214.5,339.2958705,265,381,219,137,71,11,3
209.0,434.3878743,265,381,215,157,73,13,3
205.5,6.759797907,265,381,200,120,72,13,3
233.5,559.528998,265,381,219,163,43,13,3
226.0,290.335061,265,381,202,168,64,12,3
230.0,245.6424648,265,381,216,156,33,12,3
219.0,289.4782076,265,381,217,164,49,13,3
181.0,193.1370824,265,381,217,157,40,13,3
228.5,3.862741661,265,381,207,150,72,14,3
245.5,4.0,265,381,215,136,53,12,3
241.0,2.8,265,381,221,151,72,13,3
217.0,332.7178161,265,381,212,149,17,12,3
209.5,337.0761869,265,381,218,154,13,11,3
236.0,266.7232875,265,381,222,155,96,14,3
206.0,483.3819863,265,381,209,161,103,13,3
211.5,70.35289993,265,381,205,168,70,13,3
214.0,12.0,265,381,202,169,76,13,3
236.5,31.16467495,265,381,205,164,65,13,3
220.0,272.1860278,265,381,212,170,88,12,3
225.5,6.828427076,265,381,206,167,67,12,3
209.0,284.8252193,265,381,224,154,11,13,3
213.0,0.0,265,381,199,163,81,11,3
215.5,5.462741661,265,381,214,164,93,12,3
209.0,174.6802289,265,381,203,154,73,11,3
218.0,279.7311945,265,381,216,157,77,9,3
204.0,238.0036917,265,381,216,163,92,11,3
200.5,237.7291749,265,381,195,165,110,13,3
224.5,348.4335477,265,381,198,166,110,12,3
199.0,233.0899835,265,381,212,164,82,13,3
241.0,24.11370831,265,381,214,162,73,12,3
234.0,55.95289993,265,381,197,166,55,13,3
230.5,303.8311076,265,381,212,164,96,13,3
224.0,2.4,265,381,213,161,86,13,3
217.0,260.5978039,265,381,203,154,64,11,3
193.0,311.5565905,265,381,207,158,20,12,3
218.5,468.2083932,265,381,213,163,50,11,3
252.5,0.0,265,381,209,145,36,11,3
265.5,202.6733309,265,381,213,155,62,12,3
250.0,323.4041088,265,381,214,149,89,11,3
219.5,198.1748464,265,381,202,163,111,13,3
224.0,284.4369958,265,381,217,161,70,13,3
238.5,448.9084805,265,381,206,160,103,13,3
225.0,305.9801422,265,381,217,154,13,13,3
252.5,478.5868661,265,381,208,166,117,13,3
198.5,330.9673538,265,381,206,164,55,11,3
212.5,64.28427076,265,381,214,162,42,13,3
201.0,273.2036909,265,381,218,159,39,13,3
223.5,471.3113361,265,381,203,162,38,11,3
204.0,321.6252199,265,381,208,155,29,12,3
221.5,51.41909058,265,381,211,170,60,13,3
213.5,300.2325367,265,381,203,178,84,13,3
222.5,2.731370831,274,381,212,158,108,12,3
259.0,276.631108,274,381,203,162,114,12,3
252.5,280.1056241,274,381,206,165,112,12,3
223.0,315.2619731,274,381,211,155,113,13,3
192.0,3.745584369,274,381,203,160,60,13,3
200.5,312.2914102,274,381,209,154,32,13,3
213.5,280.7350634,274,381,209,161,81,11,3
224.5,24.58233747,274,381,207,144,22,12,3
206.5,244.2670257,274,381,212,151,18,13,3
211.5,370.9604583,274,381,209,153,12,11,3
229.5,390.6055381,274,381,198,174,82,14,3
228.5,2.4,274,381,217,121,81,13,3
240.0,16.48528123,274,381,196,161,11,12,3
225.5,9.745584369,274,381,203,153,11,11,3
264.5,1255.28423,274,381,202,163,39,13,3
213.0,328.9188269,274,381,179,98,81,11,3
179.5,4.097056246,274,381,221,164,112,12,3
212.0,171.3027673,274,381,221,170,112,12,3
200.0,447.3036031,274,381,231,169,107,12,3
220.5,285.2619748,274,381,202,172,90,12,3
228.5,234.6095786,274,381,215,169,69,14,3
204.0,15.15979791,274,381,213,166,63,13,3
203.0,346.9604557,274,381,227,162,97,12,3
236.0,288.475178,274,381,205,160,59,12,3
200.0,533.0583509,274,381,221,158,14,13,3
205.0,24.58233747,274,381,212,154,11,11,3
214.0,278.4723204,274,381,219,162,77,13,3
217.0,421.1025943,274,381,215,152,112,14,3
212.0,257.9468376,274,381,202,166,90,15,3
204.0,266.6552518,274,381,204,165,87,13,3
217.5,263.4095776,274,381,211,157,71,12,3
220.5,8.194112492,274,381,223,168,115,12,3
187.0,285.1787133,274,381,227,163,112,12,3
219.0,34.97888849,274,381,209,168,48,11,3
212.5,12.69949477,274,381,233,176,109,11,3
221.0,160.357184,274,381,225,178,125,11,3
204.0,5.091168737,274,381,208,169,46,13,3
222.0,0.0,274,381,209,156,37,14,3
225.5,354.3040212,274,381,224,144,36,11,3
236.0,254.7468371,274,381,211,164,106,11,3
220.0,0.0,274,381,208,151,36,12,3
211.0,321.2619739,274,381,213,168,90,11,3
220.5,516.75112,274,381,210,168,90,12,3
195.5,58.65929267,274,381,208,165,85,12,3
223.5,10.92548332,274,381,205,169,43,14,3
218.0,265.9468369,274,381,212,165,46,14,3
209.0,234.2213534,274,381,210,163,88,12,3
223.0,257.4629858,274,381,222,163,112,11,3
217.0,283.1198376,274,381,218,170,109,13,3
230.5,435.4270669,274,381,224,110,66,12,3
219.0,191.262566,274,381,229,167,106,12,3
227.0,2.0,274,381,191,171,65,15,3
232.0,263.9919167,274,381,200,162,75,14,3
212.5,422.5084803,274,381,215,161,65,12,3
200.5,460.6270649,274,381,214,161,66,12,3
224.5,10.24264061,274,381,202,181,107,11,3
229.0,574.2804699,274,381,211,162,76,10,3
221.0,226.8036918,274,381,209,180,107,11,3
215.5,235.3624827,274,381,205,173,97,11,3
228.0,264.090398,274,381,213,175,96,11,3
224.0,13.98822498,274,381,212,154,100,13,3
226.0,175.1959581,274,381,201,171,56,14,3
226.0,27.79898953,274,381,222,136,75,12,3
198.5,277.9232883,274,381,201,168,77,12,3
207.0,364.475175,274,381,203,171,76,12,3
204.5,260.7919164,274,381,221,155,32,12,3
235.0,277.9482647,274,381,216,157,58,13,3
217.5,340.3330414,274,381,221,159,51,13,3
249.0,99.82051864,274,381,211,167,82,13,3
222.0,1.6,274,381,215,165,65,12,3
214.0,0.0,274,381,214,137,67,11,3
221.0,8.691168737,274,381,206,169,82,11,3
255.0,23.21665206,274,381,195,174,66,13,3
230.5,271.7409496,274,381,191,171,91,12,3
209.5,274.0467472,274,381,210,161,109,9,3
210.5,299.9496927,274,381,203,87,61,13,3
200.5,203.1350628,274,381,202,98,71,11,3
218.5,190.275352,274,381,210,151,98,12,3
209.5,260.9762746,274,381,213,124,63,13,3
208.0,440.5937615,274,381,223,158,81,11,3
221.0,4.779898953,274,381,206,170,89,11,3
222.5,381.9996513,274,381,218,131,70,13,3
245.5,666.5239477,274,381,214,127,68,13,3
216.0,6.828427076,274,381,235,180,141,13,3
222.0,480.0780327,274,381,209,123,69,14,3
200.5,213.9703876,274,381,202,169,77,13,3
217.0,245.4546589,274,381,219,166,77,11,3
229.5,310.9604579,274,381,208,165,87,11,3
225.5,362.0967042,274,381,202,165,85,11,3
212.0,166.9685414,274,381,204,163,97,13,3
203.5,394.1159715,274,381,214,163,88,13,3
203.0,3.414213538,274,381,225,165,73,14,3
240.0,5.2,274,381,201,163,73,13,3
223.5,36.59898937,274,381,225,171,123,11,3
219.0,302.6997365,274,381,212,163,61,13,3
242.5,16.48528123,274,381,200,157,106,12,3
247.0,374.4128525,274,381,230,127,78,13,3
214.0,312.1909045,274,381,222,201,154,13,3
239.0,43.77888849,274,381,211,157,79,12,3
232.5,564.3789549,274,381,210,156,82,12,3
260.5,10.62253957,274,381,207,154,67,11,3
234.5,252.5978055,274,381,210,153,64,12,3
210.0,216.8958694,274,381,208,168,91,12,3
227.0,6.242640615,274,381,212,165,86,12,3
234.0,313.819333,274,381,214,153,22,11,3
215.0,306.6428843,274,381,226,152,31,13,3
235.0,5.091168737,274,381,213,164,83,13,3
222.0,285.0997373,274,381,203,151,94,11,3
216.0,364.2089851,274,381,219,159,108,12,3
208.0,208.2331281,274,381,214,153,101,12,3
226.0,229.5454102,274,381,193,161,103,12,3
211.0,14.4,274,381,190,168,107,12,3
203.5,284.87232,274,381,224,124,60,12,3
216.5,23.45096664,274,381,198,168,105,13,3
215.0,708.1210907,274,381,216,162,67,11,3
232.0,396.2790434,274,381,219,158,64,12,3
210.5,64.61564159,274,381,212,165,76,11,3
202.0,320.4938498,274,381,212,152,12,13,3
218.0,285.1801422,274,381,218,156,65,12,3
211.5,331.6605456,274,381,212,164,70,12,3
258.5,9.656854153,274,381,204,156,72,13,3
247.0,5.656854153,274,381,206,167,77,12,3
221.5,505.6246262,274,381,214,146,52,14,3
239.0,173.4920037,274,381,201,163,81,13,3
199.5,238.4390157,274,381,224,158,112,13,3
227.0,403.8893893,274,381,218,169,127,12,3
174.5,210.5096663,274,381,218,156,104,12,3
208.0,540.2347977,135,169,203,167,62,12,4
205.0,41.52792184,135,169,198,164,43,11,4
229.5,127.8822498,135,169,219,165,72,11,4
221.0,219.1787122,135,169,212,123,61,12,4
233.5,351.7472539,135,169,201,167,72,11,4
225.5,327.442883,135,169,212,162,76,13,4
208.5,14.0769552,135,290,199,115,61,13,4
220.0,511.3627208,135,290,227,139,70,12,4
226.0,321.658523,140,290,193,160,105,12,4
535.0,7.725483322,144,290,198,159,15,12,4
807.0,90.13868639,144,290,205,156,22,10,4
243.0,3.6,144,290,191,146,56,13,4
234.5,2.8,144,290,202,160,14,13,4
217.0,327.9482646,144,290,225,162,65,12,4
199.0,7.725483322,248,290,207,188,128,13,4
170.0,100.0763628,248,290,213,136,85,12,4
234.5,400.315798,248,290,182,168,47,13,4
211.5,6.145584369,248,290,204,160,66,12,4
180.5,134.5498685,248,290,209,153,85,13,4
178.5,219.1787125,248,290,220,129,69,11,4
220.0,531.5525486,248,290,207,133,60,13,4
206.5,411.989894,248,290,211,129,58,12,4
181.5,3.6,248,290,227,157,92,10,4
203.0,275.1919153,248,290,212,153,93,11,4
234.5,0.0,248,290,218,126,86,12,4
200.5,4.779898953,270,290,215,151,89,10,4
213.0,289.431108,270,290,225,141,31,11,4
224.5,24.71959581,270,300,201,164,69,13,4
210.5,76.14213538,270,300,201,173,72,13,4
245.5,298.0938489,270,300,206,170,92,13,4
193.0,342.9604563,270,300,209,170,107,12,4
195.0,24.38822498,270,300,213,171,109,13,4
194.5,94.40285597,270,300,217,178,116,12,4
211.0,23.17644997,270,300,208,170,106,11,4
199.5,0.0,270,303,204,156,81,13,4
222.0,11.53969686,270,312,206,170,89,11,4
190.5,634.7623029,270,312,197,159,83,12,4
199.0,281.67232,270,312,212,158,60,12,4
222.5,24.71959581,270,312,209,157,74,12,4
217.0,259.3624794,270,312,217,158,97,11,4
228.0,233.397804,270,312,214,161,102,11,4
251.5,394.8599516,270,312,211,170,89,13,4
236.0,15.89949477,270,312,221,147,92,11,4
228.0,61.45584369,275,312,220,156,98,11,4
199.5,213.7644986,275,312,228,163,93,13,4
212.0,122.9185853,275,312,214,163,98,13,4
225.0,189.2792181,275,312,212,125,85,12,4
179.5,6.242640615,275,312,219,162,95,12,4
215.5,33.89116874,275,312,204,127,58,13,4
206.0,0.0,275,312,198,167,72,12,4
207.5,350.9409492,275,312,221,148,18,13,4
223.0,0.0,275,316,207,130,59,14,4
232.0,54.37644997,275,316,216,148,99,11,4
244.5,3.862741661,275,323,200,170,91,13,4
238.5,2.8,275,323,217,146,89,13,4
230.0,288.3801408,275,323,209,140,111,10,4
233.5,353.8997376,275,323,218,150,97,11,4
219.5,24.97056246,275,323,221,130,97,12,4
201.5,322.8300979,275,323,207,175,114,13,4
199.0,216.4507912,275,323,214,169,106,11,4
217.0,0.0,275,323,219,171,104,14,4
232.0,278.4723202,275,323,215,160,58,13,4
227.0,18.4,275,323,206,130,59,13,4
219.0,2.0,275,323,221,152,61,13,4
202.0,5.462741661,275,323,207,171,103,11,4
257.5,237.2924206,275,323,209,135,90,14,4
207.0,30.48528123,275,323,218,155,88,13,4
227.5,14.24264061,275,323,197,151,80,12,4
193.5,240.2331299,275,323,219,161,108,12,4
192.0,2.4,275,323,217,162,95,13,4
223.5,99.88224945,275,323,224,164,95,11,4
215.5,280.7683658,275,323,208,118,65,13,4
230.5,380.4335463,275,323,214,126,69,14,4
226.0,792.9420268,275,323,221,149,76,10,4
232.0,536.0510324,275,323,203,162,99,10,4
173.0,161.2978918,275,323,210,160,103,14,4
171.5,190.5512977,275,323,214,158,99,12,4
232.0,6.291168666,275,323,215,146,102,14,4
160.0,205.9655095,275,323,210,163,100,11,4
215.5,0.0,275,323,215,153,52,12,4
248.5,18.49705625,275,323,222,155,61,12,4
235.5,22.47350621,275,323,215,168,85,14,4
250.5,5.794112492,275,323,215,163,72,13,4
226.0,308.9188279,275,323,200,170,65,11,4
236.5,247.705626,275,323,224,150,81,13,4
228.0,180.2601282,275,323,223,157,104,12,4
205.5,23.89949477,275,323,211,152,103,11,4
239.5,5.794112492,275,323,216,150,98,12,4
213.5,243.8248019,275,323,214,151,72,13,4
209.0,237.7291759,275,323,217,153,14,13,4
224.5,4.828427076,275,323,213,162,53,12,4
212.5,418.7594472,275,323,221,155,70,11,4
228.5,172.6351498,275,388,217,152,75,10,4
214.0,327.0408613,275,388,215,162,68,12,4
203.5,3.394112492,275,388,213,140,60,11,4
219.5,23.89949477,275,388,209,137,82,11,4
248.5,6.497056246,275,388,222,161,92,11,4
229.0,279.5232862,275,388,207,157,95,10,4
271.5,15.45096664,275,388,213,153,92,11,4
214.0,361.0609628,275,388,209,173,110,12,4
253.0,5.656854153,275,388,217,172,103,12,4
216.5,242.60958,275,388,197,156,64,13,4
233.5,365.1330412,275,388,213,157,21,11,4
229.0,492.3289995,275,388,222,149,106,13,4
248.5,401.1476742,275,388,211,156,41,13,4
591.0,0.0,275,388,209,145,31,11,4
227.5,11.58822498,275,388,214,150,23,12,4
274.0,115.6984843,275,388,204,158,41,11,4
259.0,285.2938489,275,388,218,160,113,15,4
255.0,288.9624794,275,388,218,160,110,13,4
266.5,324.8252201,275,388,220,171,120,13,4
249.5,0.0,275,388,209,170,121,13,4
222.5,181.7512967,275,388,215,158,98,13,4
197.0,188.7807339,275,388,217,154,111,13,4
228.5,323.5462441,275,388,204,146,97,13,4
215.0,323.4997384,275,388,214,161,29,10,4
221.0,10.48528123,275,388,200,146,97,13,4
215.0,515.249606,275,388,220,145,39,13,4
236.5,5.414213538,275,388,214,152,54,12,4
232.5,0.0,275,388,212,139,67,13,4
246.0,5.2,275,388,205,128,67,14,4
219.5,0.0,275,388,212,162,52,12,4
246.0,29.07106769,275,388,220,152,112,11,4
274.5,282.5624791,275,388,214,155,117,13,4
209.5,205.8899823,275,388,210,153,44,13,4
249.5,12.69949477,275,388,213,155,112,12,4
255.0,265.6723209,275,388,212,153,103,12,4
205.0,3.959797907,275,388,214,151,46,12,4
207.0,558.7803846,275,388,208,157,72,13,4
218.0,501.0451455,275,388,199,120,68,11,4
214.0,345.2619739,275,388,211,161,70,12,4
228.0,716.4650745,275,388,214,155,57,10,4
212.5,288.1527246,275,388,217,164,49,12,4
245.0,313.8997379,275,388,205,133,68,13,4
243.0,15.65685415,275,388,201,166,60,12,4
206.0,230.8272406,275,388,218,135,64,14,4
248.0,9.891168737,275,388,230,148,56,13,4
244.0,4.0,275,388,216,139,48,12,4
249.0,273.5115126,275,388,221,132,44,12,4
224.5,335.5565917,275,388,218,154,11,12,4
224.5,315.9482657,275,388,202,150,62,12,4
244.5,0.0,275,388,215,148,59,13,4
222.5,0.0,275,388,195,163,97,14,4
227.0,8.194112492,275,388,206,167,67,11,4
243.0,52.76467495,275,388,203,166,79,12,4
222.5,16.38822498,275,388,206,166,66,12,4
211.0,508.0849302,275,388,210,163,73,13,4
212.0,1004.690468,275,388,206,164,91,12,4
213.5,4.8,275,388,202,155,72,11,4
221.0,332.8771988,275,388,204,166,68,12,4
217.5,258.7232868,275,388,213,162,100,13,4
222.0,225.0615566,275,388,214,156,101,12,4
219.0,253.8095804,275,388,207,164,95,13,4
234.5,260.3232882,275,388,206,175,105,13,4
201.0,253.146837,275,388,209,162,86,13,4
213.0,6.125483322,275,388,207,172,100,13,4
214.0,239.024803,275,388,194,173,69,12,4
221.5,288.6546572,275,388,210,159,78,12,4
211.5,271.3291759,275,388,217,157,15,12,4
209.5,258.9173992,275,388,205,155,31,11,4
219.5,328.0252211,275,388,195,170,61,12,4
260.0,201.3277457,275,388,209,155,66,12,4
245.0,247.7173985,275,388,214,153,57,12,4
242.5,607.5956078,275,388,198,172,122,15,4
238.0,284.2095793,275,388,208,170,113,12,4
253.0,296.4605453,275,388,217,168,116,13,4
214.5,284.7115121,275,388,217,160,50,13,4
211.0,321.7472544,275,388,190,122,50,11,4
192.0,234.7841836,275,388,198,132,66,13,4
217.5,293.5350629,275,388,199,160,56,11,4
227.0,367.308482,275,388,210,158,116,12,4
213.5,276.436996,275,388,212,146,11,10,4
225.5,378.7594483,275,388,207,159,26,11,4
212.5,342.9271543,275,388,206,160,53,12,4
238.0,191.1959585,275,388,199,173,91,15,4
231.0,260.8252201,275,388,207,157,21,14,4
226.0,88.18376553,275,388,195,150,15,14,4
261.0,325.4041091,275,388,212,159,111,13,4
196.0,309.066433,275,388,217,156,55,13,4
206.5,214.827241,275,388,217,144,61,12,4
201.0,161.6195082,275,388,212,161,69,14,4
211.0,268.4036907,275,388,219,159,34,11,4
224.0,386.0967058,275,388,206,155,113,13,4
240.5,19.92792163,275,388,214,156,10,11,4
224.0,380.7594475,275,388,200,162,25,13,4
452.5,9.656854153,275,388,209,159,42,12,4
242.0,0.0,275,388,201,175,69,11,4
479.5,44.65929267,275,388,199,154,15,11,4
291.5,17.65685415,275,388,209,159,39,13,4
203.0,3.6,275,388,219,159,108,12,4
211.0,331.7472535,275,388,204,166,88,10,4
189.0,11.58822498,275,388,220,157,102,12,4
186.5,226.1076467,275,388,226,158,98,11,4
199.0,1009.300641,275,388,222,148,85,15,4
223.0,360.8183221,275,388,212,148,104,10,4
210.0,0.0,275,388,214,151,64,13,4
162.0,21.4308656,275,388,173,117,57,16,4
212.5,218.2213554,275,388,222,154,31,11,4
215.5,13.65685415,275,388,206,170,65,14,4
223.0,277.213445,275,388,207,150,16,11,4
205.5,323.2030983,275,388,210,155,8,12,4
208.5,431.4055359,275,388,216,157,104,13,4
212.0,401.7819865,275,388,199,162,38,11,4
195.5,489.5637302,275,388,193,162,46,12,4
194.5,484.7350619,275,388,226,156,56,13,4
233.5,11.07106769,275,388,210,165,84,13,4
230.0,436.0849314,275,388,206,158,112,12,4
219.0,393.019333,275,388,218,161,60,12,4
212.5,491.3452331,275,388,216,168,76,12,4
223.5,15.45096664,275,388,223,150,87,12,4
196.5,4.779898953,275,388,223,148,86,11,4
197.0,17.13969686,275,388,201,169,51,14,4
201.0,7.579898953,275,388,216,153,95,13,4
186.0,7.2,275,388,188,178,43,14,4
193.5,488.3525505,275,388,212,162,27,13,4
227.0,22.14213538,275,388,213,170,70,11,4
230.0,9.559797907,275,388,189,116,65,13,4
217.0,4.4,275,388,195,121,66,13,4
214.5,218.2213525,275,388,217,164,108,13,4
198.5,535.9700329,275,388,206,153,29,12,4
224.5,280.5340519,275,388,211,166,90,12,4
192.0,17.65685415,275,388,222,148,43,14,4
217.5,262.8605449,275,388,206,165,78,13,4
256.5,97.50579987,275,388,206,160,23,12,4
213.0,206.4390152,275,388,209,148,92,13,4
236.0,22.53380935,275,388,217,156,62,11,4
197.0,6.0,275,388,217,156,98,11,4
225.5,193.7194201,275,388,227,167,108,11,4
209.0,10.62253957,275,388,217,168,115,13,4
216.5,293.7056239,275,388,215,157,92,13,4
247.5,49.43919163,275,388,190,172,65,13,4
229.5,0.0,275,388,214,102,58,12,4
235.0,43.83919163,275,388,223,150,13,13,4
218.5,6.222539568,275,388,212,143,63,14,4
200.0,7.725483322,275,388,207,167,52,13,4
239.0,427.7702109,275,388,213,163,75,13,4
225.0,228.9527249,275,388,214,162,63,12,4
216.5,22.48528123,275,388,219,159,61,13,4
206.0,379.5046141,275,388,218,161,60,13,4
183.5,250.9644997,275,388,212,159,62,16,4
199.0,274.8036915,275,388,210,122,62,11,4
226.5,472.0246277,275,388,203,170,98,11,4
214.0,337.5448172,275,388,209,155,74,11,4
220.0,194.1277462,275,388,215,161,71,12,4
222.0,595.7087217,275,388,218,127,74,11,4
209.0,3.2,275,388,207,163,106,13,4
205.5,260.0958715,275,388,210,165,52,13,4
269.0,375.7937611,275,388,213,129,72,13,4
202.5,72.3078207,275,388,205,161,74,12,4
202.5,230.6331295,275,388,217,160,42,12,4
215.0,0.0,275,388,216,156,51,11,4
199.5,6.759797907,275,388,214,124,62,11,4
217.5,193.1086557,275,388,215,156,47,12,4
208.0,187.7880509,275,388,201,169,89,12,4
244.0,0.0,275,388,212,171,85,12,4
224.5,25.64507914,275,388,202,167,79,13,4
215.5,639.9083067,275,388,199,96,71,12,4
183.5,8.876955199,275,388,210,139,77,13,4
182.0,7.511269784,275,388,200,94,60,13,4
246.5,6.242640615,275,388,208,157,18,12,4
